county_fips,zip,shorter,longer,suggested_canonical
17197,60451,university of chicago,university of chicago comprehensive cancer center at silver cross hospital,university of chicago comprehensive cancer center at silver cross hospital
18003,46804,fort wayne medical oncology and hematology,fort wayne medical oncology and hematology inc,fort wayne medical oncology and hematology inc
18003,46845,parkview regional medical center,parkview research center at parkview regional medical center,parkview research center at parkview regional medical center
18003,46845,parkview research center,parkview research center at parkview regional medical center,parkview research center at parkview regional medical center
18019,47130,first urology,first urology psc,first urology psc
18019,47130,first urology,first urology research jeffersonville,first urology research jeffersonville
18057,46032,urology of indiana,urology of indiana carmel,urology of indiana carmel
18057,46062,investigative clinical research of indiana,investigative clinical research of indiana llc,investigative clinical research of indiana llc
18081,46143,urology of indiana,016 urology of indiana,016 urology of indiana
18081,46143,urology of indiana,urology of indiana llc,urology of indiana llc
18081,46143,urology of indiana,urology of indiana llc us urology partners,urology of indiana llc us urology partners
18081,46143,urology of indiana llc,urology of indiana llc us urology partners,urology of indiana llc us urology partners
18089,46311,northwest cancer center,northwest cancer center dyer clinic,northwest cancer center dyer clinic
18089,46311,northwest cancer center,northwest cancer centers,northwest cancer centers
18089,46311,northwest cancer center,northwest cancer centers p c,northwest cancer centers p c
18089,46311,northwest cancer center,northwest cancer centers pc,northwest cancer centers pc
18089,46311,northwest cancer centers,northwest cancer centers p c,northwest cancer centers p c
18089,46311,northwest cancer centers,northwest cancer centers pc,northwest cancer centers pc
18089,46321,franciscan health,franciscan health munster,franciscan health munster
18089,46410,urologic specialists of northwest indiana,urologic specialists of northwest indiana solaris,urologic specialists of northwest indiana solaris
18097,46202,indiana university,indiana university and comprehensive cancer center,indiana university and comprehensive cancer center
18097,46202,indiana university,indiana university data collection only,indiana university data collection only
18097,46202,indiana university,indiana university health,indiana university health
18097,46202,indiana university,indiana university health indiana university melvin and bren simon comprehensive cancer center,indiana university health indiana university melvin and bren simon comprehensive cancer center
18097,46202,indiana university,indiana university health melvin and bren simon cancer center,indiana university health melvin and bren simon cancer center
18097,46202,indiana university,indiana university health melvin and bren simon comprehensive cancer center,indiana university health melvin and bren simon comprehensive cancer center
18097,46202,indiana university,indiana university health simon cancer center,indiana university health simon cancer center
18097,46202,indiana university,indiana university health university hospital,indiana university health university hospital
18097,46202,indiana university,indiana university iu health multi d oncology clinic,indiana university iu health multi d oncology clinic
18097,46202,indiana university,indiana university iu melvin and bren simon cancer center,indiana university iu melvin and bren simon cancer center
18097,46202,indiana university,indiana university iu school of medicine,indiana university iu school of medicine
18097,46202,indiana university,indiana university melvin and bren simon cancer center,indiana university melvin and bren simon cancer center
18097,46202,indiana university,indiana university melvin and bren simon comprehensive cancer center,indiana university melvin and bren simon comprehensive cancer center
18097,46202,indiana university,indiana university melvin and bren simon comprehensive cancer center iusccc,indiana university melvin and bren simon comprehensive cancer center iusccc
18097,46202,indiana university,indiana university melvin bren simon cancer center,indiana university melvin bren simon cancer center
18097,46202,indiana university,indiana university melvin bren simon comprehensive cancer center,indiana university melvin bren simon comprehensive cancer center
18097,46202,indiana university,indiana university simon cancer center,indiana university simon cancer center
18097,46202,indiana university,indiana university simon comprehensive cancer center,indiana university simon comprehensive cancer center
18097,46202,indiana university,riley hospital for children at indiana university health,riley hospital for children at indiana university health
18097,46202,indiana university health,indiana university health indiana university melvin and bren simon comprehensive cancer center,indiana university health indiana university melvin and bren simon comprehensive cancer center
18097,46202,indiana university health,indiana university health melvin and bren simon cancer center,indiana university health melvin and bren simon cancer center
18097,46202,indiana university health,indiana university health melvin and bren simon comprehensive cancer center,indiana university health melvin and bren simon comprehensive cancer center
18097,46202,indiana university health,indiana university health simon cancer center,indiana university health simon cancer center
18097,46202,indiana university health,indiana university health university hospital,indiana university health university hospital
18097,46202,indiana university health,riley hospital for children at indiana university health,riley hospital for children at indiana university health
18097,46202,indiana university melvin and bren simon comprehensive cancer center,indiana university health indiana university melvin and bren simon comprehensive cancer center,indiana university health indiana university melvin and bren simon comprehensive cancer center
18097,46202,indiana university melvin and bren simon comprehensive cancer center,indiana university melvin and bren simon comprehensive cancer center iusccc,indiana university melvin and bren simon comprehensive cancer center iusccc
18097,46202,riley hospital for children,riley hospital for children at indiana university health,riley hospital for children at indiana university health
18097,46219,community md anderson cancer center east,community md anderson cancer center east medical oncology,community md anderson cancer center east medical oncology
18097,46237,franciscan health,franciscan health indianapolis,franciscan health indianapolis
18097,46237,franciscan health,franciscan health oncology and hematology specialists,franciscan health oncology and hematology specialists
18097,46237,indiana blood and marrow transplantation,st francis hospital health centers indiana blood and marrow transplantation,st francis hospital health centers indiana blood and marrow transplantation
18097,46250,community health network,community health network inc,community health network inc
18097,46250,community health network,community health network investigational drug services,community health network investigational drug services
18097,46250,community health network,community health network md anderson,community health network md anderson
18097,46250,community health network,community health network md anderson cancer center north,community health network md anderson cancer center north
18097,46250,community health network,community health network the university of texas md anderson cancer center,community health network the university of texas md anderson cancer center
18097,46250,community health network md anderson,community health network md anderson cancer center north,community health network md anderson cancer center north
18097,46260,hematology oncology of indiana,hematology oncology of indiana p c,hematology oncology of indiana p c
19049,50263,mission cancer and blood,ui health care mission cancer and blood waukee clinic,ui health care mission cancer and blood waukee clinic
19049,50263,mission cancer blood,mission cancer blood university of iowa health care,mission cancer blood university of iowa health care
19049,50263,mission cancer blood,university of iowa health care mission cancer blood,university of iowa health care mission cancer blood
19049,50263,university of iowa health care,mission cancer blood university of iowa health care,mission cancer blood university of iowa health care
19049,50263,university of iowa health care,university of iowa health care mission cancer blood,university of iowa health care mission cancer blood
19103,52242,holden comprehensive cancer center,holden comprehensive cancer center at the university of iowa,holden comprehensive cancer center at the university of iowa
19103,52242,holden comprehensive cancer center,holden comprehensive cancer center university of iowa,holden comprehensive cancer center university of iowa
19103,52242,holden comprehensive cancer center,holden comprehensive cancer center university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics
19103,52242,holden comprehensive cancer center,iowa holden comprehensive cancer center,iowa holden comprehensive cancer center
19103,52242,holden comprehensive cancer center,university of iowa health care holden comprehensive cancer center,university of iowa health care holden comprehensive cancer center
19103,52242,holden comprehensive cancer center,university of iowa holden comprehensive cancer center,university of iowa holden comprehensive cancer center
19103,52242,holden comprehensive cancer center,university of iowa hospitals and clinics holden comprehensive cancer center,university of iowa hospitals and clinics holden comprehensive cancer center
19103,52242,holden comprehensive cancer center,university of iowa hospitals clinics holden comprehensive cancer center,university of iowa hospitals clinics holden comprehensive cancer center
19103,52242,holden comprehensive cancer center university of iowa,holden comprehensive cancer center university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics
19103,52242,iowa holden comprehensive cancer center,university of iowa holden comprehensive cancer center,university of iowa holden comprehensive cancer center
19103,52242,university of iowa,holden comprehensive cancer center at the university of iowa,holden comprehensive cancer center at the university of iowa
19103,52242,university of iowa,holden comprehensive cancer center university of iowa,holden comprehensive cancer center university of iowa
19103,52242,university of iowa,holden comprehensive cancer center university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics
19103,52242,university of iowa,university of iowa health care,university of iowa health care
19103,52242,university of iowa,university of iowa health care holden comprehensive cancer center,university of iowa health care holden comprehensive cancer center
19103,52242,university of iowa,university of iowa holden comprehensive cancer center,university of iowa holden comprehensive cancer center
19103,52242,university of iowa,university of iowa hospital and clinics,university of iowa hospital and clinics
19103,52242,university of iowa,university of iowa hospitals,university of iowa hospitals
19103,52242,university of iowa,university of iowa hospitals and clinics,university of iowa hospitals and clinics
19103,52242,university of iowa,university of iowa hospitals and clinics holden comprehensive cancer center,university of iowa hospitals and clinics holden comprehensive cancer center
19103,52242,university of iowa,university of iowa hospitals clinics,university of iowa hospitals clinics
19103,52242,university of iowa,university of iowa hospitals clinics holden comprehensive cancer center,university of iowa hospitals clinics holden comprehensive cancer center
19103,52242,university of iowa,university of iowa hospitals clinics parent,university of iowa hospitals clinics parent
19103,52242,university of iowa health care,university of iowa health care holden comprehensive cancer center,university of iowa health care holden comprehensive cancer center
19103,52242,university of iowa hospitals,holden comprehensive cancer center university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics
19103,52242,university of iowa hospitals,university of iowa hospitals and clinics,university of iowa hospitals and clinics
19103,52242,university of iowa hospitals,university of iowa hospitals and clinics holden comprehensive cancer center,university of iowa hospitals and clinics holden comprehensive cancer center
19103,52242,university of iowa hospitals,university of iowa hospitals clinics,university of iowa hospitals clinics
19103,52242,university of iowa hospitals,university of iowa hospitals clinics holden comprehensive cancer center,university of iowa hospitals clinics holden comprehensive cancer center
19103,52242,university of iowa hospitals,university of iowa hospitals clinics parent,university of iowa hospitals clinics parent
19103,52242,university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics,holden comprehensive cancer center university of iowa hospitals and clinics
19103,52242,university of iowa hospitals and clinics,university of iowa hospitals and clinics holden comprehensive cancer center,university of iowa hospitals and clinics holden comprehensive cancer center
19103,52242,university of iowa hospitals clinics,university of iowa hospitals clinics holden comprehensive cancer center,university of iowa hospitals clinics holden comprehensive cancer center
19103,52242,university of iowa hospitals clinics,university of iowa hospitals clinics parent,university of iowa hospitals clinics parent
19113,52403,mercy medical center,oncology associates at mercy medical center,oncology associates at mercy medical center
19153,50023,mission cancer and blood ankeny,ui health care mission cancer and blood ankeny clinic,ui health care mission cancer and blood ankeny clinic
19153,50309,mission cancer and blood,ui health care mission cancer and blood des moines clinic,ui health care mission cancer and blood des moines clinic
19153,50314,mission cancer and blood laurel,ui health care mission cancer and blood laurel clinic,ui health care mission cancer and blood laurel clinic
19169,50010,mcfarland clinic,mcfarland clinic ames,mcfarland clinic ames
20091,66204,midamerica cancer care,american oncology partners p a dba midamerica cancer care,american oncology partners p a dba midamerica cancer care
20091,66204,midamerica cancer care,midamerica cancer care american oncology partners,midamerica cancer care american oncology partners
20091,66204,midamerica cancer care,midamerica cancer care research,midamerica cancer care research
20091,66205,the university of kansas cancer center,the university of kansas cancer center investigational drug services,the university of kansas cancer center investigational drug services
20091,66205,the university of kansas cancer center,the university of kansas cancer center kucc,the university of kansas cancer center kucc
20091,66205,the university of kansas cancer center,the university of kansas cancer center kucc westwood,the university of kansas cancer center kucc westwood
20091,66205,the university of kansas cancer center,the university of kansas cancer center westwood,the university of kansas cancer center westwood
20091,66205,the university of kansas cancer center,the university of kansas cancer center westwood campus,the university of kansas cancer center westwood campus
20091,66205,the university of kansas cancer center kucc,the university of kansas cancer center kucc westwood,the university of kansas cancer center kucc westwood
20091,66205,the university of kansas cancer center westwood,the university of kansas cancer center westwood campus,the university of kansas cancer center westwood campus
20091,66205,the university of kansas medical center,the university of kansas medical center research institute,the university of kansas medical center research institute
20091,66205,university of kansas,the university of kansas cancer center,the university of kansas cancer center
20091,66205,university of kansas,the university of kansas cancer center investigational drug services,the university of kansas cancer center investigational drug services
20091,66205,university of kansas,the university of kansas cancer center kucc,the university of kansas cancer center kucc
20091,66205,university of kansas,the university of kansas cancer center kucc westwood,the university of kansas cancer center kucc westwood
20091,66205,university of kansas,the university of kansas cancer center westwood,the university of kansas cancer center westwood
20091,66205,university of kansas,the university of kansas cancer center westwood campus,the university of kansas cancer center westwood campus
20091,66205,university of kansas,the university of kansas clinical research center,the university of kansas clinical research center
20091,66205,university of kansas,the university of kansas hospital,the university of kansas hospital
20091,66205,university of kansas,the university of kansas medical center,the university of kansas medical center
20091,66205,university of kansas,the university of kansas medical center research institute,the university of kansas medical center research institute
20091,66205,university of kansas,university of kansas cancer center,university of kansas cancer center
20091,66205,university of kansas,university of kansas cancer center westwood,university of kansas cancer center westwood
20091,66205,university of kansas,university of kansas clinical research center,university of kansas clinical research center
20091,66205,university of kansas,university of kansas hospital cancer center,university of kansas hospital cancer center
20091,66205,university of kansas,university of kansas hospital westwood cancer center,university of kansas hospital westwood cancer center
20091,66205,university of kansas,university of kansas hospital westwood cancer ctr,university of kansas hospital westwood cancer ctr
20091,66205,university of kansas,university of kansas medical center,university of kansas medical center
20091,66205,university of kansas,university of kansas medical center kumc,university of kansas medical center kumc
20091,66205,university of kansas cancer center,the university of kansas cancer center,the university of kansas cancer center
20091,66205,university of kansas cancer center,the university of kansas cancer center investigational drug services,the university of kansas cancer center investigational drug services
20091,66205,university of kansas cancer center,the university of kansas cancer center kucc,the university of kansas cancer center kucc
20091,66205,university of kansas cancer center,the university of kansas cancer center kucc westwood,the university of kansas cancer center kucc westwood
20091,66205,university of kansas cancer center,the university of kansas cancer center westwood,the university of kansas cancer center westwood
20091,66205,university of kansas cancer center,the university of kansas cancer center westwood campus,the university of kansas cancer center westwood campus
20091,66205,university of kansas cancer center,university of kansas cancer center westwood,university of kansas cancer center westwood
20091,66205,university of kansas cancer center westwood,the university of kansas cancer center westwood,the university of kansas cancer center westwood
20091,66205,university of kansas cancer center westwood,the university of kansas cancer center westwood campus,the university of kansas cancer center westwood campus
20091,66205,university of kansas clinical research center,the university of kansas clinical research center,the university of kansas clinical research center
20091,66205,university of kansas medical center,the university of kansas medical center,the university of kansas medical center
20091,66205,university of kansas medical center,the university of kansas medical center research institute,the university of kansas medical center research institute
20091,66205,university of kansas medical center,university of kansas medical center kumc,university of kansas medical center kumc
20091,66210,university of kansas cancer center overland park,the university of kansas cancer center overland park clinic,the university of kansas cancer center overland park clinic
20091,66211,university of kansas hospital indian creek campus,the university of kansas hospital indian creek campus,the university of kansas hospital indian creek campus
20173,67214,cancer center of kansas,cancer center of kansas heritage plaza medical building,cancer center of kansas heritage plaza medical building
20173,67214,cancer center of kansas,cancer center of kansas wichita,cancer center of kansas wichita
20173,67214,cancer center of kansas,cancer center of kansas wichita heritage plaza,cancer center of kansas wichita heritage plaza
20173,67214,cancer center of kansas wichita,cancer center of kansas wichita heritage plaza,cancer center of kansas wichita heritage plaza
20173,67226,wichita urology,wichita urology group,wichita urology group
20173,67226,wichita urology,wichita urology group pa,wichita urology group pa
20173,67226,wichita urology group,wichita urology group pa,wichita urology group pa
20177,66606,cotton o neil cancer center,cotton o neil cancer center stormont vail health,cotton o neil cancer center stormont vail health
20209,66160,the university of kansas hospital,the university of kansas hospital cambridge north tower a,the university of kansas hospital cambridge north tower a
20209,66160,the university of kansas medical center,the university of kansas medical center medical office building,the university of kansas medical center medical office building
20209,66160,university of kansas,the university of kansas cancer center,the university of kansas cancer center
20209,66160,university of kansas,the university of kansas hospital,the university of kansas hospital
20209,66160,university of kansas,the university of kansas hospital cambridge north tower a,the university of kansas hospital cambridge north tower a
20209,66160,university of kansas,the university of kansas medical center,the university of kansas medical center
20209,66160,university of kansas,the university of kansas medical center medical office building,the university of kansas medical center medical office building
20209,66160,university of kansas,university of kansas cancer center,university of kansas cancer center
20209,66160,university of kansas,university of kansas health system,university of kansas health system
20209,66160,university of kansas,university of kansas hospital,university of kansas hospital
20209,66160,university of kansas,university of kansas hospital cambridge north tower a,university of kansas hospital cambridge north tower a
20209,66160,university of kansas,university of kansas medical center,university of kansas medical center
20209,66160,university of kansas,university of kansas medical center kumc,university of kansas medical center kumc
20209,66160,university of kansas,university of kansas medical center mob,university of kansas medical center mob
20209,66160,university of kansas,university of kansas medical center research institute,university of kansas medical center research institute
20209,66160,university of kansas,university of kansas medical center research institute inc,university of kansas medical center research institute inc
20209,66160,university of kansas cancer center,the university of kansas cancer center,the university of kansas cancer center
20209,66160,university of kansas hospital,the university of kansas hospital,the university of kansas hospital
20209,66160,university of kansas hospital,the university of kansas hospital cambridge north tower a,the university of kansas hospital cambridge north tower a
20209,66160,university of kansas hospital,university of kansas hospital cambridge north tower a,university of kansas hospital cambridge north tower a
20209,66160,university of kansas hospital cambridge north tower a,the university of kansas hospital cambridge north tower a,the university of kansas hospital cambridge north tower a
20209,66160,university of kansas medical center,the university of kansas medical center,the university of kansas medical center
20209,66160,university of kansas medical center,the university of kansas medical center medical office building,the university of kansas medical center medical office building
20209,66160,university of kansas medical center,university of kansas medical center kumc,university of kansas medical center kumc
20209,66160,university of kansas medical center,university of kansas medical center mob,university of kansas medical center mob
20209,66160,university of kansas medical center,university of kansas medical center research institute,university of kansas medical center research institute
20209,66160,university of kansas medical center,university of kansas medical center research institute inc,university of kansas medical center research institute inc
20209,66160,university of kansas medical center research institute,university of kansas medical center research institute inc,university of kansas medical center research institute inc
21067,40503,baptist health,baptist health lexington,baptist health lexington
21067,40504,saint joseph hospital,commonspirit saint joseph hospital lexington,commonspirit saint joseph hospital lexington
21067,40536,markey cancer center,markey cancer center clinical research organization,markey cancer center clinical research organization
21067,40536,markey cancer center,markey cancer center university of kentucky,markey cancer center university of kentucky
21067,40536,markey cancer center,uk markey cancer center,uk markey cancer center
21067,40536,markey cancer center,university of kentucky healthcare markey cancer center,university of kentucky healthcare markey cancer center
21067,40536,markey cancer center,university of kentucky markey cancer center,university of kentucky markey cancer center
21067,40536,markey cancer center,university of kentucky markey cancer center clinical research office uk mcc cro,university of kentucky markey cancer center clinical research office uk mcc cro
21067,40536,markey cancer center,university of kentucky uk markey cancer center,university of kentucky uk markey cancer center
21067,40536,uk markey cancer center,university of kentucky uk markey cancer center,university of kentucky uk markey cancer center
21067,40536,university of kentucky,markey cancer center university of kentucky,markey cancer center university of kentucky
21067,40536,university of kentucky,university of kentucky chandler medical center,university of kentucky chandler medical center
21067,40536,university of kentucky,university of kentucky healthcare markey cancer center,university of kentucky healthcare markey cancer center
21067,40536,university of kentucky,university of kentucky markey cancer center,university of kentucky markey cancer center
21067,40536,university of kentucky,university of kentucky markey cancer center clinical research office uk mcc cro,university of kentucky markey cancer center clinical research office uk mcc cro
21067,40536,university of kentucky,university of kentucky medical center,university of kentucky medical center
21067,40536,university of kentucky,university of kentucky uk markey cancer center,university of kentucky uk markey cancer center
21067,40536,university of kentucky markey cancer center,university of kentucky markey cancer center clinical research office uk mcc cro,university of kentucky markey cancer center clinical research office uk mcc cro
21093,42701,baptist health hardin,baptist health hardin cancer center,baptist health hardin cancer center
21111,40202,james graham brown cancer center,james graham brown cancer center melanoma nsclc,james graham brown cancer center melanoma nsclc
21111,40202,james graham brown cancer center,james graham brown cancer center university of louisville,james graham brown cancer center university of louisville
21111,40202,james graham brown cancer center,the james graham brown cancer center at university of louisville,the james graham brown cancer center at university of louisville
21111,40202,james graham brown cancer center,the university of louisville james graham brown cancer center,the university of louisville james graham brown cancer center
21111,40202,james graham brown cancer center,university medical center inc dba university of louisville hospital james graham brown cancer center,university medical center inc dba university of louisville hospital james graham brown cancer center
21111,40202,james graham brown cancer center,university of louisville health james graham brown cancer center,university of louisville health james graham brown cancer center
21111,40202,james graham brown cancer center,university of louisville james graham brown cancer center,university of louisville james graham brown cancer center
21111,40202,norton hospital,norton hospital pavilion and medical campus,norton hospital pavilion and medical campus
21111,40202,university of louisville,james graham brown cancer center university of louisville,james graham brown cancer center university of louisville
21111,40202,university of louisville,the james graham brown cancer center at university of louisville,the james graham brown cancer center at university of louisville
21111,40202,university of louisville,the university of louisville james graham brown cancer center,the university of louisville james graham brown cancer center
21111,40202,university of louisville,university medical center inc dba university of louisville hospital james graham brown cancer center,university medical center inc dba university of louisville hospital james graham brown cancer center
21111,40202,university of louisville,university medical center lnc dba university of louisville hospital,university medical center lnc dba university of louisville hospital
21111,40202,university of louisville,university of louisville brown cancer center,university of louisville brown cancer center
21111,40202,university of louisville,university of louisville health,university of louisville health
21111,40202,university of louisville,university of louisville health brown cancer center,university of louisville health brown cancer center
21111,40202,university of louisville,university of louisville health james graham brown cancer center,university of louisville health james graham brown cancer center
21111,40202,university of louisville,university of louisville hospital,university of louisville hospital
21111,40202,university of louisville,university of louisville james graham brown cancer center,university of louisville james graham brown cancer center
21111,40202,university of louisville health,university of louisville health brown cancer center,university of louisville health brown cancer center
21111,40202,university of louisville health,university of louisville health james graham brown cancer center,university of louisville health james graham brown cancer center
21111,40202,university of louisville hospital,university medical center inc dba university of louisville hospital james graham brown cancer center,university medical center inc dba university of louisville hospital james graham brown cancer center
21111,40202,university of louisville hospital,university medical center lnc dba university of louisville hospital,university medical center lnc dba university of louisville hospital
21111,40202,university of louisville james graham brown cancer center,the university of louisville james graham brown cancer center,the university of louisville james graham brown cancer center
21111,40207,norton cancer institute,norton cancer institute st matthews,norton cancer institute st matthews
21111,40207,norton cancer institute,norton cancer institute st matthews 3991 dutchmans lane medical plaza ii suite 405,norton cancer institute st matthews 3991 dutchmans lane medical plaza ii suite 405
21111,40207,norton cancer institute,norton cancer institute st matthews campus,norton cancer institute st matthews campus
21111,40207,norton cancer institute,norton cancer institute st matthews clinic,norton cancer institute st matthews clinic
21111,40207,norton cancer institute,norton women s and children s hospital norton cancer institute st matthews,norton women s and children s hospital norton cancer institute st matthews
21111,40207,norton cancer institute st matthews,norton cancer institute st matthews 3991 dutchmans lane medical plaza ii suite 405,norton cancer institute st matthews 3991 dutchmans lane medical plaza ii suite 405
21111,40207,norton cancer institute st matthews,norton cancer institute st matthews campus,norton cancer institute st matthews campus
21111,40207,norton cancer institute st matthews,norton cancer institute st matthews clinic,norton cancer institute st matthews clinic
21111,40207,norton cancer institute st matthews,norton women s and children s hospital norton cancer institute st matthews,norton women s and children s hospital norton cancer institute st matthews
21111,40207,norton women s and children s hospital,norton women s and children s hospital norton cancer institute st matthews,norton women s and children s hospital norton cancer institute st matthews
21111,40217,norton audubon hospital,norton audubon hospital and medical campus,norton audubon hospital and medical campus
21111,40217,norton cancer institute audubon,norton cancer institute audubon hospital campus,norton cancer institute audubon hospital campus
21111,40241,norton brownsboro hospital,norton brownsboro hospital and medical campus,norton brownsboro hospital and medical campus
21117,41017,saint elizabeth healthcare,saint elizabeth healthcare edgewood,saint elizabeth healthcare edgewood
21117,41017,saint elizabeth medical center edgewood,saint elizabeth medical center edgewood cancer care center,saint elizabeth medical center edgewood cancer care center
21117,41017,st elizabeth healthcare,st elizabeth healthcare edgewood,st elizabeth healthcare edgewood
21117,41017,st elizabeth healthcare,st elizabeth healthcare st elizabeth medical,st elizabeth healthcare st elizabeth medical
21117,41017,st elizabeth healthcare,st elizabeth healthcare st elizabeth medical center,st elizabeth healthcare st elizabeth medical center
21117,41017,st elizabeth healthcare st elizabeth medical,st elizabeth healthcare st elizabeth medical center,st elizabeth healthcare st elizabeth medical center
21117,41017,st elizabeth medical center,st elizabeth healthcare st elizabeth medical center,st elizabeth healthcare st elizabeth medical center
21117,41017,st elizabeth medical center,st elizabeth medical center edgewood,st elizabeth medical center edgewood
21145,42003,mercy health,mercy health paducah cancer center,mercy health paducah cancer center
21145,42003,mercy health,mercy health paducah medical oncology and hematology,mercy health paducah medical oncology and hematology
22017,71103,lsu health sciences center,lsu health sciences center at shreveport,lsu health sciences center at shreveport
22019,70605,accurate clinical research inc,accurate clinical research inc smo network,accurate clinical research inc smo network
22033,70808,our lady of the lake,our lady of the lake hospital,our lady of the lake hospital
22033,70808,our lady of the lake,our lady of the lake hospital inc,our lady of the lake hospital inc
22033,70808,our lady of the lake,our lady of the lake physician group,our lady of the lake physician group
22033,70808,our lady of the lake,our lady of the lake physician group medical oncology,our lady of the lake physician group medical oncology
22033,70808,our lady of the lake,our lady of the lake rmc clinical research,our lady of the lake rmc clinical research
22033,70808,our lady of the lake hospital,our lady of the lake hospital inc,our lady of the lake hospital inc
22033,70808,our lady of the lake physician group,our lady of the lake physician group medical oncology,our lady of the lake physician group medical oncology
22051,70121,ochsner health,ochsner health ochsner medical center new orleans,ochsner health ochsner medical center new orleans
22051,70121,ochsner medical center,ochsner health ochsner medical center new orleans,ochsner health ochsner medical center new orleans
22051,70121,ochsner medical center,ochsner medical center jefferson,ochsner medical center jefferson
22051,70121,ochsner medical center,ochsner medical center omc,ochsner medical center omc
22055,70508,southern urology,southern urology llc,southern urology llc
22055,70508,southern urology,southern urology urology america,southern urology urology america
22071,70112,louisiana state university,louisiana state university health science center,louisiana state university health science center
22071,70112,louisiana state university,louisiana state university health sciences center,louisiana state university health sciences center
22071,70112,louisiana state university,louisiana state university medical center new orleans,louisiana state university medical center new orleans
22071,70112,tulane cancer center,tulane cancer center office of clinical research,tulane cancer center office of clinical research
22071,70112,university medical center new orleans,louisiana state university medical center new orleans,louisiana state university medical center new orleans
22073,71202,ochsner lsu health monroe medical center,ochsner lsu health monroe medical center family medicine clinic,ochsner lsu health monroe medical center family medicine clinic
22103,70433,pontchartrain cancer center,pontchartrain cancer center covington,pontchartrain cancer center covington
22103,70433,pontchartrain cancer center,pontchartrain cancer center covington office,pontchartrain cancer center covington office
22103,70433,pontchartrain cancer center covington,pontchartrain cancer center covington office,pontchartrain cancer center covington office
23005,04102,maine medical center,maine medical center bramhall campus,maine medical center bramhall campus
23005,04102,maine medical center,mainehealth maine medical center portland,mainehealth maine medical center portland
23011,04330,harold alfond center for cancer care,the jackson laboratory jax harold alfond center for cancer care,the jackson laboratory jax harold alfond center for cancer care
23019,04412,northern light cancer care,the jackson laboratory jax northern light cancer care,the jackson laboratory jax northern light cancer care
23023,04086,new england cancer specialist,new england cancer specialists,new england cancer specialists
23023,04086,new england cancer specialist,new england cancer specialists topsham,new england cancer specialists topsham
23023,04086,new england cancer specialists,new england cancer specialists topsham,new england cancer specialists topsham
23031,03909,york hospital,york hospital oncology infusion care in york,york hospital oncology infusion care in york
23031,04043,new england cancer specialist,new england cancer specialists kennebunk,new england cancer specialists kennebunk
24003,21061,baltimore washington medical center,baltimore washington medical center tate cancer center,baltimore washington medical center tate cancer center
24003,21061,baltimore washington medical center,um baltimore washington medical center tate cancer center,um baltimore washington medical center tate cancer center
24003,21061,baltimore washington medical center tate cancer center,um baltimore washington medical center tate cancer center,um baltimore washington medical center tate cancer center
24003,21401,anne arundel urology,anne arundel urology pa,anne arundel urology pa
24003,21401,maryland oncology hematology,maryland oncology hematology annapolis,maryland oncology hematology annapolis
24003,21401,maryland oncology hematology,maryland oncology hematology p a,maryland oncology hematology p a
24003,21401,maryland oncology hematology,scri maryland oncology hematology p a,scri maryland oncology hematology p a
24003,21401,maryland oncology hematology p a,scri maryland oncology hematology p a,scri maryland oncology hematology p a
24005,21204,chesapeake urology,chesapeake urology research associates,chesapeake urology research associates
24005,21237,medstar franklin square medical center,medstar franklin square medical center weinberg cancer institute,medstar franklin square medical center weinberg cancer institute
24021,21702,james m stockman cancer institute,fmh james m stockman cancer institute,fmh james m stockman cancer institute
24027,21044,central maryland radiation oncology,central maryland radiation oncology in howard county,central maryland radiation oncology in howard county
24027,21044,maryland oncology,central maryland oncology center,central maryland oncology center
24027,21044,maryland oncology,maryland oncology hematolofy,maryland oncology hematolofy
24027,21044,maryland oncology,maryland oncology hematology,maryland oncology hematology
24027,21044,maryland oncology,maryland oncology hematology columbia,maryland oncology hematology columbia
24027,21044,maryland oncology,maryland oncology hematology moh,maryland oncology hematology moh
24027,21044,maryland oncology,maryland oncology hematology p a,maryland oncology hematology p a
24027,21044,maryland oncology,maryland oncology hematology primary,maryland oncology hematology primary
24027,21044,maryland oncology,uso maryland oncology hematology,uso maryland oncology hematology
24027,21044,maryland oncology hematology,maryland oncology hematology columbia,maryland oncology hematology columbia
24027,21044,maryland oncology hematology,maryland oncology hematology moh,maryland oncology hematology moh
24027,21044,maryland oncology hematology,maryland oncology hematology p a,maryland oncology hematology p a
24027,21044,maryland oncology hematology,maryland oncology hematology primary,maryland oncology hematology primary
24027,21044,maryland oncology hematology,uso maryland oncology hematology,uso maryland oncology hematology
24031,20817,american oncology partners of maryland,american oncology partners of maryland pa,american oncology partners of maryland pa
24031,20817,american oncology partners of maryland,center for cancer and blood disorders american oncology partners of maryland,center for cancer and blood disorders american oncology partners of maryland
24031,20817,american oncology partners p a,american oncology partners p a the center for cancer blood disorders,american oncology partners p a the center for cancer blood disorders
24031,20817,american oncology partners p a,cancer center for blood disorders a division of american oncology partners p a,cancer center for blood disorders a division of american oncology partners p a
