rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
1516,1516,University of Kansas Hospital,0,Kansas City,KS,66016,Atchison,20005,0,0,293,0,1,zip,0.8,39.467255,-95.222694,registry_stand_in
1517,1517,Saint Elizabeth Fort Thomas,0,Fort Thomas,KY,41075,Campbell,21037,0,0,724,0,1,zip,0.3,39.082436,-84.457113,registry_stand_in
1518,1518,Saint Elizabeth Healthcare Fort Thomas,0,Fort Thomas,KY,41075,Campbell,21037,0,0,724,0,8,zip,0.3,39.082436,-84.457113,registry_stand_in
1519,1519,Saint Elizabeth Medical Center Fort Thomas,0,Fort Thomas,KY,41075,Campbell,21037,0,0,724,0,1,zip,0.3,39.082436,-84.457113,registry_stand_in
1520,1520,Penobscot Bay Medical Center - Rockport,0,Rockport,ME,04856,Knox,23013,0,0,101,6,1,zip,0.4,44.180604,-69.122109,registry_stand_in
1521,1521,Coastal Cancer Treatment Center - Bath,0,Bath,ME,04530,Sagadahoc,23023,0,0,207,12,1,zip,0.3,43.887982,-69.826723,registry_stand_in
1522,1522,827,0,Biddeford,ME,04005,York,23031,0,0,290,19,1,zip,0.3,43.492102,-70.486566,registry_stand_in
1523,1523,954 - A,0,Kennebunk,ME,04043,York,23031,0,0,315,19,1,zip,0.1,43.395947,-70.570221,registry_stand_in
1524,1524,Maine Center for Cancer Medicine-Kennebunk,0,Kennebunk,ME,04043,York,23031,0,0,315,19,3,zip,0.1,43.395947,-70.570221,registry_stand_in
1525,1525,Maine Health Cancer Care,0,Biddeford,ME,04046,York,23031,0,0,279,19,1,zip,1.6,43.429822,-70.474142,registry_stand_in
1526,1526,Maine Health CC of York County - Sanford,0,Sanford,ME,04073,York,23031,0,0,355,19,1,zip,0.3,43.411936,-70.737326,registry_stand_in
1527,1527,Maine Health/SMHC Cancer Care and Blood Disorders-Biddeford,0,Biddeford,ME,04005,York,23031,0,0,290,19,1,zip,0.3,43.492102,-70.486566,registry_stand_in
1528,1528,Maine Health/SMHCancer Care and Blood Disorders - Sanford,0,Sanford,ME,04073,York,23031,0,0,355,19,1,zip,0.3,43.411936,-70.737326,registry_stand_in
1529,1529,MaineHealth Maine Medical Center - Biddeford,0,Biddeford,ME,04005,York,23031,0,0,290,19,28,zip,0.3,43.492102,-70.486566,registry_stand_in
1530,1530,MaineHealth/SMHC Cancer Care and Blood Disorders-Biddeford,0,Biddeford,ME,04005,York,23031,0,0,290,19,17,zip,0.3,43.492102,-70.486566,registry_stand_in
1531,1531,New England Cancer Specialists,0,Kennebunk,ME,04043,York,23031,0,0,315,19,2,zip,0.1,43.395947,-70.570221,registry_stand_in
1532,1532,Southern Maine Health Care,0,Biddeford,ME,04005,York,23031,0,0,290,19,2,zip,0.3,43.492102,-70.486566,registry_stand_in
1533,1533,University of Maryland Radiation Oncology Center at Union Hospital,0,Elkton,MD,21921,Cecil,24015,0,0,1911,8,1,zip,0.2,39.627145,-75.859891,registry_stand_in
1534,1534,856,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1535,1535,Arrivent Investigative Site,1,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1536,1536,Capital Women's Care - Frederi,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1537,1537,FMH James M Stockman Cancer Institute (JIT,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1538,1538,Frederick Health,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1539,1539,Frederick Health Hospital,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,2,zip,2.3,39.479251,-77.443194,registry_stand_in
1540,1540,Frederick Health-James M Stockman Cancer Center,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1541,1541,Frederick Health- James M Stockman Cancer Institute,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1542,1542,Frederick Memorial Healthcare System,0,Frederick,MD,21701,Frederick,24021,0,0,1822,15,1,zip,0.8,39.443584,-77.332891,registry_stand_in
1543,1543,Frederick Memorial Hospital,0,Frederick,MD,21701,Frederick,24021,0,0,1822,15,9,zip,0.8,39.443584,-77.332891,registry_stand_in
1544,1544,[] Frederick Memorial Hospital d/b/a James M Stockman Cancer Institute,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1545,1545,Maryland Oncology Hematology,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1546,1546,Maryland Oncology - Hematology Frederick,0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1547,1547,"Maryland Oncology Hematology, P.A",0,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1548,1548,Site reference,1,Frederick,MD,21702,Frederick,24021,0,0,1732,15,1,zip,2.3,39.479251,-77.443194,registry_stand_in
1549,1549,Upper Chesapeake Medical Center,0,Bel Air,MD,21014,Harford,24025,0,0,1523,18,2,zip,0.1,39.53584,-76.35161,registry_stand_in
1550,1550,Womens Health Center,0,Glen Burnie,MD,21063,Harford,24025,0,0,2009,18,1,city,0.1,39.156271,-76.606996,registry_stand_in
1551,1551,Bay City,1,Bay City,MI,48706,Bay,26017,0,0,320,11,2,zip,0.6,43.603805,-83.955411,registry_stand_in
1552,1552,"Great Lakes Research Group,Inc",0,Bay City,MI,48706,Bay,26017,0,0,320,11,1,zip,0.6,43.603805,-83.955411,registry_stand_in
1553,1553,Site reference,1,Bay City,MI,48706,Bay,26017,0,0,320,11,1,zip,0.6,43.603805,-83.955411,registry_stand_in
1554,1554,Hickman Cancer Center,0,Adrian,MI,49221,Lenawee,26091,0,0,638,0,49,zip,0.2,41.902354,-84.064698,registry_stand_in
1555,1555,Monroe Cancer Center,0,Monroe,MI,48162,Monroe,26115,0,0,1456,0,11,zip,1.8,41.960425,-83.429323,registry_stand_in
1556,1556,St. Joseph Mercy Hospital Cancer Care Center,0,Ypsilanti,MI,48179,Monroe,26115,0,0,1518,0,1,zip,1.6,42.035095,-83.255444,registry_stand_in
1557,1557,Toledo Clinic Cancer Centers-Monroe,0,Monroe,MI,48162,Monroe,26115,0,0,1456,0,47,zip,1.8,41.960425,-83.429323,registry_stand_in
1558,1558,Mayo Clinic Radiation Therapy-Northfield,0,Northfield,MN,55057,Rice,27131,0,0,792,0,5,zip,1.0,44.472652,-93.179125,registry_stand_in
1559,1559,Central Recruiting Site,1,Fenton,MO,63026,Jefferson,29099,0,0,680,1,1,zip,0.1,38.50272,-90.458936,registry_stand_in
1560,1560,SSM Health Cancer Care - Fenton,0,Fenton,MO,63026,Jefferson,29099,0,0,680,1,1,zip,0.1,38.50272,-90.458936,registry_stand_in
1561,1561,Portsmouth Regional Hospital,0,Portsmouth,NH,03802,Carroll,33003,0,0,989,0,2,city,0.1,43.060594,-70.780349,registry_stand_in
1562,1562,"Activmed Practices & Research, Inc",0,Portsmouth,NH,03801,Rockingham,33015,0,0,954,9,1,zip,0.8,43.074812,-70.805443,registry_stand_in
1563,1563,ActivMed Research - Borthwick,0,Portsmouth,NH,03801,Rockingham,33015,0,0,954,9,1,zip,0.8,43.074812,-70.805443,registry_stand_in
1564,1564,Dana Farber Cancer Center Londonderry,0,Londonderry,NH,03053,Rockingham,33015,0,0,1255,9,1,zip,0.8,42.868588,-71.387247,registry_stand_in
1565,1565,DFCI Londonderry,0,Londonderry,NH,03053,Rockingham,33015,0,0,1255,9,1,zip,0.8,42.868588,-71.387247,registry_stand_in
1566,1566,Galderma Investigational Site,1,Portsmouth,NH,03801,Rockingham,33015,0,0,954,9,1,zip,0.8,43.074812,-70.805443,registry_stand_in
1567,1567,Portsmouth Regional Hospital,0,Portsmouth,NH,03801,Rockingham,33015,0,0,954,9,1,zip,0.8,43.074812,-70.805443,registry_stand_in
1568,1568,Wentworth-Douglass Hospital,0,Dover,NH,03820,Strafford,33017,0,0,668,0,7,zip,0.1,43.18636,-70.883623,registry_stand_in
1569,1569,Cooper University Hospital/Sheridan Pavilion,0,Marlton,NJ,08053,Burlington,34005,0,0,2007,8,1,zip,1.1,39.856677,-74.90081,registry_stand_in
1570,1570,Deborah Heart and Lung Center,0,Browns Mills,NJ,08015,Burlington,34005,0,0,1658,8,1,zip,3.4,39.931536,-74.54372,registry_stand_in
1571,1571,Delaware Valley Urology,0,Mount Laurel,NJ,08054,Burlington,34005,0,0,2207,8,1,zip,1.3,39.948992,-74.900247,registry_stand_in
1572,1572,"Delaware Valley Urology, LLC",0,Mount Laurel,NJ,08054,Burlington,34005,0,0,2207,8,1,zip,1.3,39.948992,-74.900247,registry_stand_in
1573,1573,New Jersey Urology,0,Mount Laurel,NJ,08054,Burlington,34005,0,0,2207,8,1,zip,1.3,39.948992,-74.900247,registry_stand_in
1574,1574,Virtua Memorial,0,Mount Holly,NJ,08060,Burlington,34005,0,0,2131,8,17,zip,2.1,40.010005,-74.792207,registry_stand_in
1575,1575,Cellectar Biosciences,0,North Bergen,NJ,07047,Hudson,34017,0,0,4928,19,1,zip,0.2,40.793644,-74.025027,registry_stand_in
1576,1576,Frontage Clinical Service 200 Meadowlands Parkway,0,Secaucus,NJ,07094,Hudson,34017,0,0,4891,19,1,zip,0.6,40.781958,-74.067649,registry_stand_in
1577,1577,Frontage Clinical Services Inc.,0,Secaucus,NJ,07094,Hudson,34017,0,0,4891,19,1,zip,0.6,40.781958,-74.067649,registry_stand_in
1578,1578,"Rutgers Cancer Institute of New Jersey,414 Grand Street",0,Jersey City,NJ,07302,Hudson,34017,0,0,4885,19,1,zip,0.6,40.718808,-74.044634,registry_stand_in
1579,1579,West New York,1,West New York,NJ,07093,Hudson,34017,0,0,4878,19,1,zip,1.1,40.786704,-74.008909,registry_stand_in
1580,1580,Care Access - Clifton,0,Clifton,NJ,07013,Passaic,34031,0,0,4797,5,2,zip,0.6,40.869405,-74.173062,registry_stand_in
1581,1581,Care Access Research Clifton,0,Clifton,NJ,07013,Passaic,34031,0,0,4797,5,1,zip,0.6,40.869405,-74.173062,registry_stand_in
1582,1582,New Jersey Urology - Clifton,0,Clifton,NJ,07013,Passaic,34031,0,0,4797,5,1,zip,0.6,40.869405,-74.173062,registry_stand_in
1583,1583,New Jersey Urology Saddle Brook,0,Clifton,NJ,07013,Passaic,34031,0,0,4797,5,1,zip,0.6,40.869405,-74.173062,registry_stand_in
1584,1584,St Josephs Regional Medical Center,0,Paterson,NJ,07503,Passaic,34031,0,0,4767,5,1,zip,1.0,40.897548,-74.154121,registry_stand_in
1585,1585,The Valley Hospital Inc.,0,Ridgewood,NJ,07540,Passaic,34031,0,0,4590,5,1,city,2.2,40.981591,-74.113506,registry_stand_in
1586,1586,Valley Medical Group - Wayne Multispecialty Practice,0,Wayne,NJ,07470,Passaic,34031,0,0,4561,5,8,zip,1.4,40.945855,-74.245077,registry_stand_in
1587,1587,Umdnj Njms,0,Newark,NJ,07840,Warren,34041,0,0,3056,1,1,zip,0.4,40.860045,-74.831795,registry_stand_in
1588,1588,GSK Investigational Site,1,Rio Rancho,NM,87124,Sandoval,35043,0,0,256,13,1,zip,8.1,35.26992,-106.795643,registry_stand_in
1589,1589,Great Lakes Physician PC d/b/a Western New York Urology Associates,0,Sanborn,NY,14132,Niagara,36063,0,0,379,0,1,zip,0.4,43.147873,-78.878565,registry_stand_in
1590,1590,"Hematology Oncology Associates of Rockland, P.C.",0,Nyack,NY,10960,Rockland,36087,0,0,4659,4,1,zip,0.1,41.088841,-73.926471,registry_stand_in
1591,1591,Hematology Oncology Center at Nyack Hospital,0,Nyack,NY,10960,Rockland,36087,0,0,4659,4,1,zip,0.1,41.088841,-73.926471,registry_stand_in
1592,1592,Nyack Hospital,0,Nyack,NY,10960,Rockland,36087,0,0,4659,4,5,zip,0.1,41.088841,-73.926471,registry_stand_in
1593,1593,Nyack Hospital Infusion Center,0,Nyack,NY,10960,Rockland,36087,0,0,4659,4,1,zip,0.1,41.088841,-73.926471,registry_stand_in
1594,1594,LABORATORY CORPORATION OF AMERICA HOLDINGS (Data or Specimen Analysis Only,0,Burlington,NC,27215,Alamance,37001,0,0,629,8,1,zip,1.5,36.019137,-79.5137,registry_stand_in
1595,1595,Research Center,0,Chapel Hill,NC,27517,Chatham,37037,0,0,617,1,1,zip,2.8,35.842663,-79.032015,registry_stand_in
1596,1596,University of North Carolina,0,Chapel Hill,NC,27517,Chatham,37037,0,0,617,1,1,zip,2.8,35.842663,-79.032015,registry_stand_in
1597,1597,University of North Carolina Hospitals - Neurology Clinic,0,Chapel Hill,NC,27517,Chatham,37037,0,0,617,1,1,zip,2.8,35.842663,-79.032015,registry_stand_in
1598,1598,Novant Health Oncology Specialists-Davidson County,0,Thomasville,NC,27360,Davidson,37057,0,0,576,7,3,zip,1.3,35.86058,-80.099288,registry_stand_in
1599,1599,Wake Forest Baptist Health - Lexington,0,Lexington,NC,27292,Davidson,37057,0,0,596,7,1,zip,3.4,35.738325,-80.207547,registry_stand_in
1600,1600,Wake Forest University at Lexington,0,Lexington,NC,27292,Davidson,37057,0,0,596,7,3,zip,3.4,35.738325,-80.207547,registry_stand_in
1601,1601,Gaston Hematology and Oncology Associates,0,Gastonia,NC,28054,Gaston,37071,0,0,851,17,3,zip,0.1,35.261363,-81.15015,registry_stand_in
1602,1602,Gaston Hematology and Oncology Associates-Belmont,0,Belmont,NC,28012,Gaston,37071,0,0,791,17,2,zip,0.5,35.211504,-81.037865,registry_stand_in
1603,1603,"Gaston Hematology & Oncology Associates, PC",0,Gastonia,NC,28054,Gaston,37071,0,0,851,17,1,zip,0.1,35.261363,-81.15015,registry_stand_in
1604,1604,Duke University Medical Center,0,Butner,NC,27509,Granville,37077,0,0,513,0,1,zip,0.9,36.131468,-78.773709,registry_stand_in
1605,1605,University of North Carolina at Chapel Hill Lineberger Comprehensive Cancer Center,0,Chapel Hill,NC,27509,Granville,37077,0,0,513,0,1,zip,0.9,36.131468,-78.773709,registry_stand_in
1606,1606,Alliance Urology,0,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1607,1607,Alliance Urology Specialists,0,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1608,1608,"AmDerma Pharmaceuticals, LLC",0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1609,1609,Cone Health Cancer Center at Alamance Regional,0,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1610,1610,"Cone Health Cancer Center at Alamance Regional, Hematology/Oncology",0,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1611,1611,Dermatology Consulting Services,0,High Point,NC,27262,Guilford,37081,0,0,529,18,2,zip,0.5,35.96313,-80.041667,registry_stand_in
1612,1612,Greensboro,1,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1613,1613,High Point Medical Center,0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1614,1614,High Point Regional Hospital,0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1615,1615,High Point Regional Medical Center,0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1616,1616,"Pinewest Ob-Gyn, Inc.",0,High Point,NC,27262,Guilford,37081,0,0,529,18,2,zip,0.5,35.96313,-80.041667,registry_stand_in
1617,1617,Randolph Medical Associates,0,Asheboro,NC,27204,Guilford,37081,0,0,567,18,1,city,0.4,35.713768,-79.813253,registry_stand_in
1618,1618,Site US10031,1,Greensboro,NC,27403,Guilford,37081,0,0,564,18,1,zip,0.8,36.064078,-79.825417,registry_stand_in
1619,1619,SUN-131-03 Investigational Site,1,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1620,1620,UNC Regional Physicians Hematology and Oncolgoy,0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1621,1621,Wake Forest Baptist Health - High Point Medical Center,0,High Point,NC,27262,Guilford,37081,0,0,529,18,1,zip,0.5,35.96313,-80.041667,registry_stand_in
1622,1622,Wake Forest Baptist Medical Center,0,High Point,NC,27265,Guilford,37081,0,0,523,18,2,zip,0.1,36.009229,-80.032388,registry_stand_in
1623,1623,Hendersonville Hematology and Oncology at Pardee,0,Hendersonville,NC,28791,Henderson,37089,0,0,426,16,2,zip,0.3,35.356985,-82.506995,registry_stand_in
1624,1624,Park Ridge Health,0,Hendersonville,NC,28792,Henderson,37089,0,0,414,16,1,zip,1.0,35.394424,-82.368428,registry_stand_in
1625,1625,Park Ridge Hospital Breast Health Center,0,Hendersonville,NC,28792,Henderson,37089,0,0,414,16,1,zip,1.0,35.394424,-82.368428,registry_stand_in
1626,1626,Johnston Cancer Center,0,Smithfield,NC,27577,Johnston,37101,0,0,653,0,1,zip,0.7,35.491935,-78.344614,registry_stand_in
1627,1627,Johnston Health Clayton,0,Clayton,NC,27520,Johnston,37101,0,0,630,0,1,zip,2.1,35.611762,-78.47639,registry_stand_in
1628,1628,Johnston Health Services Corporation,0,Clayton,NC,27520,Johnston,37101,0,0,630,0,1,zip,2.1,35.611762,-78.47639,registry_stand_in
1629,1629,Johnston Hematology and Oncology of Clayton,0,Clayton,NC,27520,Johnston,37101,0,0,630,0,1,zip,2.1,35.611762,-78.47639,registry_stand_in
1630,1630,Johnston Memorial Hospital,0,Smithfield,NC,27577,Johnston,37101,0,0,653,0,4,zip,0.7,35.491935,-78.344614,registry_stand_in
1631,1631,UNC Health Johnston,0,Smithfield,NC,27577,Johnston,37101,0,0,653,0,1,zip,0.7,35.491935,-78.344614,registry_stand_in
1632,1632,Duke University,0,Durham,NC,27371,Montgomery,37123,0,0,364,0,1,zip,3.0,35.40575,-79.948344,registry_stand_in
1633,1633,University of North Carolina at Chapel Hill,0,Chapel Hill,NC,27899,Northampton,37131,0,0,640,0,1,city,0.7,35.928328,-79.041375,registry_stand_in
1634,1634,Cone Health Cancer Center at Asheboro,0,Asheboro,NC,27203,Randolph,37151,0,0,545,6,8,zip,1.2,35.728462,-79.78653,registry_stand_in
1635,1635,Randolph Health Cancer Center,0,Asheboro,NC,27203,Randolph,37151,0,0,545,6,1,zip,1.2,35.728462,-79.78653,registry_stand_in
1636,1636,Randolph Hospital,0,Asheboro,NC,27203,Randolph,37151,0,0,545,6,22,zip,1.2,35.728462,-79.78653,registry_stand_in
1637,1637,Carolina Oncology Associates PA,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1638,1638,PMG Research of Salisbury,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1639,1639,Salisbury VA Medical Center,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1640,1640,VA Salisbury,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1641,1641,W.G. Bill Hefner VA Med Center,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1642,1642,W.G (Bill) Hefner VAMC,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,1,zip,1.8,35.715746,-80.458946,registry_stand_in
1643,1643,WG Hefner VA Medical Center,0,Salisbury,NC,28144,Rowan,37159,0,0,794,11,6,zip,1.8,35.715746,-80.458946,registry_stand_in
1644,1644,Levine Cancer Institute-Albermarle,0,Albemarle,NC,28001,Stanly,37167,0,0,707,2,1,zip,0.2,35.338552,-80.208179,registry_stand_in
1645,1645,Heart House Research Foundation,0,Springfield,OH,45504,Clark,39023,0,0,810,13,1,zip,0.2,39.94697,-83.864897,registry_stand_in
1646,1646,893-C,0,Cincinnati,OH,45245,Clermont,39025,0,0,706,10,1,zip,0.3,39.059884,-84.280417,registry_stand_in
1647,1647,"Oncology Hematology Care, Inc.",0,Cincinnati,OH,45245,Clermont,39025,0,0,706,10,1,zip,0.3,39.059884,-84.280417,registry_stand_in
1648,1648,Sarah Cannon Research Institute at Tennessee Oncology,0,Cincinnati,OH,45245,Clermont,39025,0,0,706,10,1,zip,0.3,39.059884,-84.280417,registry_stand_in
1649,1649,Ireland Cancer Center at Firelands Regional Medical Center,0,Sandusky,OH,44870,Erie,39043,0,0,561,9,2,zip,1.3,41.41952,-82.713212,registry_stand_in
1650,1650,"North Coast Cancer Care, Inc",0,Sandusky,OH,44870,Erie,39043,0,0,561,9,1,zip,1.3,41.41952,-82.713212,registry_stand_in
1651,1651,North Ohio Heart Center-Sandusky,0,Sandusky,OH,44870,Erie,39043,0,0,561,9,1,zip,1.3,41.41952,-82.713212,registry_stand_in
1652,1652,Geaugra Hospital,0,Chardon,OH,44024,Geauga,39055,0,0,992,11,1,zip,0.4,41.578209,-81.19126,registry_stand_in
1653,1653,Mercy Cancer Center,0,Elyria,OH,44024,Geauga,39055,0,0,992,11,1,zip,0.4,41.578209,-81.19126,registry_stand_in
1654,1654,SCC at UH Geauga Medical Center,0,Chardon,OH,44024,Geauga,39055,0,0,992,11,1,zip,0.4,41.578209,-81.19126,registry_stand_in
1655,1655,Clinical Inquest Center Ltd,0,Beavercreek,OH,45432,Greene,39057,0,0,768,10,3,zip,0.4,39.739828,-84.086034,registry_stand_in
1656,1656,Naval Medical Research Unit,0,Dayton,OH,45433,Greene,39057,0,0,664,10,1,zip,1.0,39.822834,-84.048504,registry_stand_in
1657,1657,Wright-Patterson Medical Center,0,Wright-Patterson Air Force Base,OH,45433,Greene,39057,0,0,664,10,16,zip,1.0,39.822834,-84.048504,registry_stand_in
1658,1658,Wright State Physicians,0,Fairborn,OH,45324,Greene,39057,0,0,703,10,1,zip,0.3,39.820725,-84.00029,registry_stand_in
1659,1659,"Wright State Physicians, Inc",0,Fairborn,OH,45324,Greene,39057,0,0,703,10,1,zip,0.3,39.820725,-84.00029,registry_stand_in
1660,1660,Mercy Health Youngstown,0,Youngstown,OH,44501,Mahoning,39099,0,0,776,11,1,city,0.2,41.099095,-80.645902,registry_stand_in
1661,1661,Mercy Health Youngstown LLC DBA,0,Youngstown,OH,44504,Mahoning,39099,0,0,755,11,1,zip,0.5,41.123512,-80.654651,registry_stand_in
1662,1662,Optima Research Boardman,0,Boardman,OH,44512,Mahoning,39099,0,0,816,11,1,zip,0.2,41.025937,-80.666955,registry_stand_in
1663,1663,St. Elizabeth Youngstown Hospital,0,Youngstown,OH,44501,Mahoning,39099,0,0,776,11,1,city,0.2,41.099095,-80.645902,registry_stand_in
1664,1664,St. Elizabeth Youngstown Hospital JACBCC/Oncology/ Mercy Health Youngstown LLC,0,Youngstown,OH,44501,Mahoning,39099,0,0,776,11,1,city,0.2,41.099095,-80.645902,registry_stand_in
