rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
835,775,Ogden Regional Medical Center,0,Ogden,UT,84405,Weber,49057,0,16607,447,11,1,zip,0.6,41.149885,-111.956861,registry_stand_in
836,776,Utah Cancer Specialists,0,Ogden,UT,84405,Weber,49057,0,16607,447,11,1,zip,0.6,41.149885,-111.956861,registry_stand_in
837,778,Georgia Cancer Specialists - Canton,0,Canton,GA,30115,Cherokee,13057,0,16411,1311,1,1,zip,1.8,34.215519,-84.402426,registry_stand_in
838,779,"Northside Hospital, Inc. - GCS/Canton",0,Canton,GA,30115,Cherokee,13057,0,16411,1311,1,2,zip,1.8,34.215519,-84.402426,registry_stand_in
839,785,840-29 - Ashland-Bellefonte Cancer Center,0,Ashland,KY,41101,Boyd,21019,0,16003,187,1,1,zip,0.2,38.47752,-82.650548,registry_stand_in
840,786,Ashland Bellefonte Cancer Center,0,Ashland,KY,41101,Boyd,21019,0,16003,187,1,4,zip,0.2,38.47752,-82.650548,registry_stand_in
841,787,Research Center,0,Ashland,KY,41101,Boyd,21019,0,16003,187,1,1,zip,0.2,38.47752,-82.650548,registry_stand_in
842,788,Atlanta Cancer Care - Cumming,0,Cumming,GA,30041,Forsyth,13117,0,15946,1419,1,4,zip,1.6,34.196222,-84.096676,registry_stand_in
843,789,Georgia Cancer Specialists - Cumming,0,Cumming,GA,30041,Forsyth,13117,0,15946,1419,1,1,zip,1.6,34.196222,-84.096676,registry_stand_in
844,790,Northside Hospital,0,Cumming,GA,30041,Forsyth,13117,0,15946,1419,1,1,zip,1.6,34.196222,-84.096676,registry_stand_in
845,791,"Northside Hospital,1505 Northside Blvd, Suite 4600",0,Cumming,GA,30041,Forsyth,13117,0,15946,1419,1,2,zip,1.6,34.196222,-84.096676,registry_stand_in
846,792,Adventist Health St. Helena - Martin-O'Neil Cancer Center (MOCC,0,St. Helena,CA,94574,Napa,06055,0,15909,385,18,1,zip,3.7,38.542448,-122.419923,registry_stand_in
847,793,Adventist Health St. Helena/St. Helena Hospital/Martin O'Neil Cancer Center,0,St. Helena,CA,94574,Napa,06055,0,15909,385,18,1,zip,3.7,38.542448,-122.419923,registry_stand_in
848,794,St. Helena Hospital - Martin-O'Neil Cancer Center,0,St. Helena,CA,94574,Napa,06055,0,15909,385,18,1,zip,3.7,38.542448,-122.419923,registry_stand_in
849,795,942-N,0,Winfield,KS,67156,Cowley,20035,0,15836,172,4,2,zip,0.3,37.248449,-96.963204,registry_stand_in
850,796,Winfield Healthcare Center,0,Winfield,KS,67156,Cowley,20035,0,15836,172,4,1,zip,0.3,37.248449,-96.963204,registry_stand_in
851,798,Avon,1,Avon,IN,46123,Hendricks,18063,0,15596,592,6,1,zip,0.2,39.764437,-86.403388,registry_stand_in
852,800,Baystate Health Center,0,Springfield,MA,01199,Hampden,25013,0,15270,752,15,1,city,1.4,42.115454,-72.539978,registry_stand_in
853,801,Baystate Medical Center Inc.,0,Springfield,MA,01199,Hampden,25013,0,15270,752,15,1,city,1.4,42.115454,-72.539978,registry_stand_in
854,802,Clinical Trial Site,1,Springfield,MA,01199,Hampden,25013,0,15270,752,15,1,city,1.4,42.115454,-72.539978,registry_stand_in
855,803,GSK Investigational Site,1,Springfield,MA,01199,Hampden,25013,0,15270,752,15,2,city,1.4,42.115454,-72.539978,registry_stand_in
856,807,Oncology Hematology West P.C. dba Nebraska Cancer Specialists,0,Omaha,NE,68310,Gage,31067,0,14949,112,1,2,zip,0.3,40.249821,-96.74949,registry_stand_in
857,810,Arkansas Pediatric Clinic,0,Bryant,AR,72022,Saline,05125,0,14878,255,1,1,zip,0.2,34.606423,-92.493912,registry_stand_in
858,811,CARTI Cancer Center Saline County,0,Bryant,AR,72022,Saline,05125,0,14878,255,1,1,zip,0.2,34.606423,-92.493912,registry_stand_in
859,812,CoxHealth Cancer Center,0,Branson,MO,65616,Taney,29213,0,14806,149,15,1,zip,1.7,36.670737,-93.2488,registry_stand_in
860,813,"Exordia Medical Research, Inc",0,Fall River,MA,02723,Bristol,25005,0,14688,1271,2,1,zip,0.4,41.692208,-71.132132,registry_stand_in
861,814,"TidalHealth Peninsula Regional, Inc",0,Salisbury,MD,21804,Wicomico,24045,0,14656,171,2,1,zip,0.2,38.314082,-75.532106,registry_stand_in
862,815,Center for Cancer and Blood Disorders,0,Weatherford,TX,76086,Parker,48367,0,14564,726,0,1,zip,0.6,32.752204,-97.78927,registry_stand_in
863,816,The Center for Cancer and Blood Disorders,0,Weatherford,TX,76086,Parker,48367,0,14564,726,0,3,zip,0.6,32.752204,-97.78927,registry_stand_in
864,817,"The Center for Cancer and Blood Disorders - Magnolia,920 Santa Fe Drive",0,Weatherford,TX,76086,Parker,48367,0,14564,726,0,1,zip,0.6,32.752204,-97.78927,registry_stand_in
865,818,Orlando Health Inc.,0,Orlando,FL,33806,Polk,12105,0,14524,752,19,1,city,0.8,28.40865,-81.254805,registry_stand_in
866,819,Cahaba Dermatology,0,Birmingham,AL,35244,Shelby,01117,0,14451,389,1,1,zip,0.6,33.352918,-86.825333,registry_stand_in
867,820,Heartland Cancer Center,0,Great Bend,KS,67530,Barton,20009,0,14317,28,15,1,zip,0.6,38.352915,-98.798117,registry_stand_in
868,821,Saint Rose Ambulatory and Surgery Center,0,Great Bend,KS,67530,Barton,20009,0,14317,28,15,3,zip,0.6,38.352915,-98.798117,registry_stand_in
869,822,Revive Clinical Research,0,Sterling,MI,48659,Arenac,26011,0,14127,139,0,1,zip,5.7,44.065548,-84.050783,registry_stand_in
870,824,Nash UNC Health Care - Danny Talbott Cancer Center,0,Rocky Mount,NC,28704,Buncombe,37021,0,13910,373,12,1,zip,0.3,35.461429,-82.570815,registry_stand_in
871,825,976-D,0,Layton,UT,84041,Davis,49011,0,13905,484,11,1,zip,0.2,41.069929,-111.981255,registry_stand_in
872,826,VA Central California Fresno Medical Center,0,Fresno,CA,93073,Ventura,06111,0,13740,339,8,1,city,1.9,36.782684,-119.793359,registry_stand_in
873,828,New York Oncology Hematology (NYOH,0,Amsterdam,NY,12010,Montgomery,36057,0,13663,364,1,1,zip,0.2,42.937632,-74.173325,registry_stand_in
874,829,Galderma Investigational Site,1,Lehigh Acres,FL,33936,Hendry,12051,0,13516,327,0,1,zip,6.3,26.618028,-81.559247,registry_stand_in
875,830,Site reference,1,Indiana,PA,15701,Indiana,42063,0,13463,575,17,1,zip,0.3,40.629099,-79.150059,registry_stand_in
876,831,Arthritis and Osteoperosis Associates of New Mexico,0,Las Cruces,NM,88011,Doña Ana,35013,0,13391,110,6,1,zip,3.6,32.37716,-106.576316,registry_stand_in
877,832,Memorial Medical Center- Cancer Center,0,Las Cruces,NM,88011,Doña Ana,35013,0,13391,110,6,1,zip,3.6,32.37716,-106.576316,registry_stand_in
878,833,Iredell Memorial Hospital,0,Statesville,NC,28677,Iredell,37097,0,13295,823,12,1,zip,1.6,35.738099,-80.926089,registry_stand_in
879,834,Novant Health Oncology Specialists-Statesville,0,Statesville,NC,28625,Iredell,37097,0,13295,731,12,3,zip,2.2,35.869581,-80.889653,registry_stand_in
880,835,124,0,Denton,TX,76201,Denton,48121,0,13292,1590,15,1,zip,0.6,33.220974,-97.146038,registry_stand_in
881,836,Texas Oncology - Denton,0,Denton,TX,76201,Denton,48121,0,13292,1590,15,3,zip,0.6,33.220974,-97.146038,registry_stand_in
882,837,Texas Oncology - Northeast,0,Denton,TX,76201,Denton,48121,0,13292,1590,15,2,zip,0.6,33.220974,-97.146038,registry_stand_in
883,838,Neurology Care Clinic,0,Waxahachie,TX,75165,Ellis,48139,0,13044,1434,0,1,zip,0.8,32.371654,-96.80303,registry_stand_in
884,840,942-K,0,Pratt,KS,67124,Pratt,20151,0,12917,18,5,2,zip,0.7,37.634439,-98.773642,registry_stand_in
885,841,Pratt Regional Medical Center,0,Pratt,KS,67124,Pratt,20151,0,12917,18,5,1,zip,0.7,37.634439,-98.773642,registry_stand_in
886,842,Frisco,1,Frisco,TX,75035,Collin,48085,0,12758,1612,12,1,zip,1.7,33.166306,-96.775635,registry_stand_in
887,843,Site reference,1,Frisco,TX,75035,Collin,48085,0,12758,1612,12,1,zip,1.7,33.166306,-96.775635,registry_stand_in
888,844,Willowbend Health and Wellness,0,Frisco,TX,75035,Collin,48085,0,12758,1612,12,2,zip,1.7,33.166306,-96.775635,registry_stand_in
889,845,Willowbend Health and Wellness - Frisco,0,Frisco,TX,75035,Collin,48085,0,12758,1612,12,1,zip,1.7,33.166306,-96.775635,registry_stand_in
890,847,Atlanta Cancer Care - Stockbridge,0,Jonesboro,GA,30236,Clayton,13063,0,12388,1426,0,1,zip,0.9,33.519927,-84.325187,registry_stand_in
891,848,Kaiser Permanente Southwood,0,Jonesboro,GA,30236,Clayton,13063,0,12388,1426,0,1,zip,0.9,33.519927,-84.325187,registry_stand_in
892,849,SUN-131-03 Investigational Site,1,Morrow,GA,30260,Clayton,13063,0,12388,1470,0,1,zip,0.4,33.587165,-84.334307,registry_stand_in
893,850,USO - Texas Oncology - Allen,0,Allen,TX,75013,Collin,48085,0,12204,1388,12,1,zip,2.4,33.114327,-96.693964,registry_stand_in
894,853,Louisiana Heart Center,0,Hammond,LA,70403,Tangipahoa,22105,0,12085,582,2,1,zip,0.3,30.485555,-90.487688,registry_stand_in
895,854,Pontchartrain,0,Hammond,LA,70403,Tangipahoa,22105,0,12085,582,2,1,zip,0.3,30.485555,-90.487688,registry_stand_in
896,855,XCancer / Pontchartrain Cancer Center,0,Hammond,LA,70403,Tangipahoa,22105,0,12085,582,2,1,zip,0.3,30.485555,-90.487688,registry_stand_in
897,856,569 - A,0,Mooresville,IN,46158,Morgan,18109,0,11940,544,5,1,zip,1.9,39.579356,-86.373602,registry_stand_in
898,857,Franciscan St. Francis Health - Mooresville,0,Mooresville,IN,46158,Morgan,18109,0,11940,544,5,1,zip,1.9,39.579356,-86.373602,registry_stand_in
899,858,Mayo Clinic Health System,0,Mankato,MN,56001,Blue Earth,27013,0,11883,100,8,2,zip,1.4,44.128169,-93.978991,registry_stand_in
900,859,Salinas Memorial,0,Salinas,CA,93901,Monterey,06053,0,11838,289,8,1,zip,0.8,36.647856,-121.630305,registry_stand_in
901,860,Salinas Valley Memorial Healthcare System,0,Salinas,CA,93901,Monterey,06053,0,11838,289,8,1,zip,0.8,36.647856,-121.630305,registry_stand_in
902,861,950,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
903,862,Capital Region Medical Center-Goldschmidt Cancer Center,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
904,863,Endo,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
905,864,Endo Clinical Trial,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,2,zip,0.5,38.573482,-92.276821,registry_stand_in
906,865,Goldschmidt Cancer Center,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
907,866,Jefferson City Medical Group,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
908,867,Jefferson City Medical Group - 1145,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
909,868,MU Health Care Goldschmidt Cancer Center,0,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,85,zip,0.5,38.573482,-92.276821,registry_stand_in
910,869,Site reference,1,Jefferson City,MO,65109,Cole,29051,0,11825,114,3,1,zip,0.5,38.573482,-92.276821,registry_stand_in
911,870,Community Hospital of Monterey Peninsula,0,Monterey,CA,93940,Monterey,06053,0,11771,205,8,2,zip,0.7,36.562305,-121.805507,registry_stand_in
912,871,Pacific Cancer Care - Monterey,0,Monterey,CA,93940,Monterey,06053,0,11771,205,8,2,zip,0.7,36.562305,-121.805507,registry_stand_in
913,872,Indiana Blood and Marrow Transplantation,0,Indianapolis,IN,46077,Boone,18011,0,11770,590,0,1,zip,2.1,39.98189,-86.278939,registry_stand_in
914,873,CaroMont Health - Lincoln Cancer Center,0,Lincolnton,NC,28092,Lincoln,37109,0,11683,808,5,1,zip,0.8,35.483239,-81.253054,registry_stand_in
915,874,Levine Cancer Institute-Lincolnton,0,Lincolnton,NC,28092,Lincoln,37109,0,11683,808,5,1,zip,0.8,35.483239,-81.253054,registry_stand_in
916,875,Cheyenne Regional Medical Center Cheyenne Regional Med Ctr (3,0,Cheyenne,WY,82001,Laramie,56021,0,11620,122,15,1,zip,0.4,41.100082,-104.924884,registry_stand_in
917,876,MidMichigan Medical Center - Clare,0,Clare,MI,48617,Clare,26035,0,11541,172,0,1,zip,2.1,43.851308,-84.717297,registry_stand_in
918,879,Peninsula Regional Medical Center,0,Salisbury,MD,21801,Wicomico,24045,0,11384,165,2,2,zip,1.1,38.349417,-75.67847,registry_stand_in
919,880,Southampton Women's Health,0,Franklin,VA,23851,Southampton,51175,0,11077,512,0,1,zip,0.6,36.652023,-76.957141,registry_stand_in
920,881,Neurology Rare Disease Center,0,Denton,TX,76208,Denton,48121,0,11047,1554,15,1,zip,2.0,33.208706,-97.05541,registry_stand_in
921,884,North Georgia Clinical Research,0,Woodstock,GA,30189,Cherokee,13057,0,10868,1407,1,1,zip,2.2,34.124224,-84.570679,registry_stand_in
922,885,872-B,0,Pueblo,CO,81003,Pueblo,08101,0,10777,220,18,1,zip,0.4,38.277652,-104.656426,registry_stand_in
923,886,872-E,0,Pueblo,CO,81003,Pueblo,08101,0,10777,220,18,1,zip,0.4,38.277652,-104.656426,registry_stand_in
924,896,Marion L Shepard Cancer Center at Vidant Beaufort Hospital,0,Washington,NC,27889,Beaufort,37013,0,10371,154,1,4,zip,2.3,35.580432,-77.025019,registry_stand_in
925,897,Cancer Care Center of South Texas,0,New Braunfels,TX,78130,Guadalupe,48187,0,10318,740,5,1,zip,0.6,29.693649,-98.068676,registry_stand_in
926,898,DermReseach New Braunfels,0,New Braunfels,TX,78130,Guadalupe,48187,0,10318,740,5,1,zip,0.6,29.693649,-98.068676,registry_stand_in
927,899,Texas Oncology (E Common) - USOR,0,New Braunfels,TX,78130,Guadalupe,48187,0,10318,740,5,1,zip,0.6,29.693649,-98.068676,registry_stand_in
928,900,Texas Oncology P A,0,New Braunfels,TX,78130,Guadalupe,48187,0,10318,740,5,1,zip,0.6,29.693649,-98.068676,registry_stand_in
929,901,Brownsburg,1,Brownsburg,IN,46112,Hendricks,18063,0,10122,576,6,1,zip,0.6,39.86391,-86.382425,registry_stand_in
930,902,Wake Forest University at Elkin,0,Elkin,NC,28521,Duplin,37061,0,10052,204,1,3,zip,2.4,34.817902,-77.736618,registry_stand_in
931,903,Heartland Hematology and Oncology,0,Kearney,NE,68845,Buffalo,31019,0,9962,45,19,16,zip,1.4,40.718088,-99.170857,registry_stand_in
932,904,Nebraska Medicine Heartland Hematology Oncology,0,Kearney,NE,68845,Buffalo,31019,0,9962,45,19,2,zip,1.4,40.718088,-99.170857,registry_stand_in
933,905,Berkshire Hematology Oncology Services at Berkshire Medical Center Cancer and Infusion Center,0,Pittsfield,MA,01201,Berkshire,25003,0,9798,480,1,1,zip,0.9,42.454302,-73.282074,registry_stand_in
934,906,Berkshire Medical Center - Cancer Center,0,Pittsfield,MA,01201,Berkshire,25003,0,9798,480,1,5,zip,0.9,42.454302,-73.282074,registry_stand_in
935,907,Mercy Health Mercy Campus,0,Muskegon,MI,49444,Muskegon,26121,0,9705,297,18,13,zip,0.4,43.177117,-86.199527,registry_stand_in
936,908,The Cancer & Hematology Centers of Muskegon,0,Norton Shores,MI,49444,Muskegon,26121,0,9705,297,18,1,zip,0.4,43.177117,-86.199527,registry_stand_in
937,909,Bon Secours Maryview Medical Center,0,Portsmouth,VA,23707,Portsmouth,51740,0,9562,512,3,11,zip,0.4,36.841794,-76.340331,registry_stand_in
938,910,Armstrong Center for Medicine and Health,0,Kittanning,PA,16201,Armstrong,42005,0,9519,707,0,2,zip,0.8,40.812096,-79.4725,registry_stand_in
939,911,Optum Medical Care - Carmel/Brewster Campus,0,Brewster,NY,10509,Putnam,36079,0,9474,3012,0,1,zip,0.8,41.410855,-73.59434,registry_stand_in
940,912,952,0,Bolivar,MO,65613,Polk,29167,0,9392,132,17,2,zip,1.8,37.640914,-93.387351,registry_stand_in
941,913,Arrivent Investigative Site,1,Bolivar,MO,65613,Polk,29167,0,9392,132,17,1,zip,1.8,37.640914,-93.387351,registry_stand_in
942,914,Central Care Cancer Center,0,Bolivar,MO,65613,Polk,29167,0,9392,132,17,3,zip,1.8,37.640914,-93.387351,registry_stand_in
943,915,Central Care Cancer Center-Carrie J Babb Cancer Center,0,Bolivar,MO,65613,Polk,29167,0,9392,132,17,1,zip,1.8,37.640914,-93.387351,registry_stand_in
944,916,Central Care Cancer Center (CCCC,0,Bolivar,MO,65613,Polk,29167,0,9392,132,17,1,zip,1.8,37.640914,-93.387351,registry_stand_in
945,917,Exelixis,0,Bolivar,MO,65613,Polk,29167,0,9392,132,17,1,zip,1.8,37.640914,-93.387351,registry_stand_in
946,918,942-F,0,Kingman,KS,67068,Kingman,20095,0,9318,163,4,2,zip,0.4,37.621851,-98.119542,registry_stand_in
947,919,Kingman Community Hospital,0,Kingman,KS,67068,Kingman,20095,0,9318,163,4,1,zip,0.4,37.621851,-98.119542,registry_stand_in
948,920,Southern Regional Medical Center,0,Riverdale,GA,30274,Clayton,13063,0,9106,1450,0,1,zip,0.8,33.557264,-84.400508,registry_stand_in
949,921,Children's Medical Center,0,Plano,TX,75024,Collin,48085,0,9083,1656,12,1,zip,0.7,33.077854,-96.811028,registry_stand_in
950,922,Children's Medical Center Plano,0,Plano,TX,75024,Collin,48085,0,9083,1656,12,1,zip,0.7,33.077854,-96.811028,registry_stand_in
951,923,"ClinRx Research, LLC",0,Plano,TX,75024,Collin,48085,0,9083,1656,12,1,zip,0.7,33.077854,-96.811028,registry_stand_in
952,924,Investigator,0,Plano,TX,75024,Collin,48085,0,9083,1656,12,1,zip,0.7,33.077854,-96.811028,registry_stand_in
953,925,Texas Rheumatology Care,0,Plano,TX,75024,Collin,48085,0,9083,1656,12,1,zip,0.7,33.077854,-96.811028,registry_stand_in
954,926,Piedmont Cancer Institute,0,Fayetteville,GA,30214,Fayette,13113,0,8946,1353,3,1,zip,0.1,33.490464,-84.485997,registry_stand_in
955,927,"Piedmont Cancer Institute - Atlanta,1267 Hwy 54W",0,Atlanta,GA,30214,Fayette,13113,0,8946,1353,3,1,zip,0.1,33.490464,-84.485997,registry_stand_in
956,928,Piedmont Cancer Institute - Fayetteville Office,0,Fayetteville,GA,30214,Fayette,13113,0,8946,1353,3,1,zip,0.1,33.490464,-84.485997,registry_stand_in
957,929,"Piedmont Cancer Institute, PC",0,Fayetteville,GA,30214,Fayette,13113,0,8946,1353,3,1,zip,0.1,33.490464,-84.485997,registry_stand_in
958,933,Atlanta Cancer Care - Conyers,0,Conyers,GA,30094,Rockdale,13247,0,8576,1462,0,2,zip,0.6,33.612505,-84.051523,registry_stand_in
959,934,Carolina East Medical Center,0,New Bern,NC,28561,Carteret,37031,0,8267,200,3,1,city,0.2,35.096688,-77.072641,registry_stand_in
960,935,CarolinaEast Oncology and Hematology Associates,0,New Bern,NC,28562,Craven,37049,0,8267,196,0,1,zip,0.9,35.080979,-77.125033,registry_stand_in
961,936,Eastern Carolina Women's Centr,0,New Bern,NC,28562,Craven,37049,0,8267,196,0,2,zip,0.9,35.080979,-77.125033,registry_stand_in
962,937,New Bern,1,New Bern,NC,28562,Craven,37049,0,8267,196,0,2,zip,0.9,35.080979,-77.125033,registry_stand_in
963,938,TG Therapeutics Investigational Trial Site,1,New Bern,NC,28562,Craven,37049,0,8267,196,0,1,zip,0.9,35.080979,-77.125033,registry_stand_in
964,939,Texas Oncology - Denton South,0,Denton,TX,76210,Denton,48121,0,8221,1603,15,10,zip,1.5,33.149467,-97.096016,registry_stand_in
965,940,Galderma Investigational Site,1,Frisco,TX,75034,Collin,48085,0,8190,1627,12,1,zip,1.9,33.121286,-96.838536,registry_stand_in
966,941,Calvert Health System,0,Prince Frederick,MD,20678,Calvert,24009,0,8175,1179,0,1,zip,0.6,38.525112,-76.5954,registry_stand_in
967,942,Maryland Oncology Hematology-Satellite,0,Brandywine,MD,21004,Harford,24025,0,8175,1870,18,1,city,0.6,38.682077,-76.885314,registry_stand_in
968,943,Children's Hospital of Central California,0,Madera,CA,93636,Madera,06039,0,8128,283,3,1,zip,4.0,36.984877,-119.877519,registry_stand_in
969,944,Valley Childrens Hospital,0,Madera,CA,93636,Madera,06039,0,8128,283,3,1,zip,4.0,36.984877,-119.877519,registry_stand_in
970,945,Center for Cancer and Blood Disorders,0,Burleson,TX,76028,Johnson,48251,0,7923,1399,1,1,zip,0.5,32.532677,-97.306547,registry_stand_in
971,946,Endo,0,Burleson,TX,76028,Johnson,48251,0,7923,1399,1,1,zip,0.5,32.532677,-97.306547,registry_stand_in
972,947,The Center for Cancer and Blood Disorders,0,Burleson,TX,76028,Johnson,48251,0,7923,1399,1,2,zip,0.5,32.532677,-97.306547,registry_stand_in
973,948,"The Center for Cancer and Blood Disorders - Magnolia,11805 South Freeway",0,Burleson,TX,76028,Johnson,48251,0,7923,1399,1,1,zip,0.5,32.532677,-97.306547,registry_stand_in
974,949,Bare Dermatology,0,Rockwall,TX,75032,Rockwall,48397,0,7887,1396,0,1,zip,1.5,32.857112,-96.43121,registry_stand_in
975,950,942-C,0,Dodge City,KS,67801,Ford,20057,0,7875,31,4,1,zip,0.6,37.730131,-100.060083,registry_stand_in
976,953,Big Horn Basin Cancer Center,0,Cody,WY,82414,Park,56029,0,7831,5,16,7,zip,3.9,44.403789,-109.606717,registry_stand_in
977,957,Donald Guthrie Foundation,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
978,958,Donald Guthrie Foundation - 1135,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
979,959,Guthrie Cancer Center,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
980,960,Guthrie - Corning Hospital - Guthrie Cancer Center,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
981,961,"Guthrie Medical Group, PC",0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
982,962,Guthrie Medical Group Sayre,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
983,963,Robert Packer Hospital Satellite,0,Sayre,PA,18840,Bradford,42015,0,7630,181,16,1,zip,0.3,41.973067,-76.530371,registry_stand_in
984,965,Delta Hematology/Oncology Associates,0,Portsmouth,VA,23704,Portsmouth,51740,0,7362,509,3,1,zip,0.2,36.826697,-76.312032,registry_stand_in
985,966,Delta Oncology Associates,0,Portsmouth,VA,23704,Portsmouth,51740,0,7362,509,3,1,zip,0.2,36.826697,-76.312032,registry_stand_in
986,967,Indiana University School of Medicine,0,Indianapolis,IN,46131,Johnson,18081,0,7321,538,6,1,zip,0.5,39.473489,-86.043592,registry_stand_in
987,968,562-B,0,Fleming Island,FL,32003,Clay,12019,0,7303,382,3,2,zip,1.6,30.095584,-81.710162,registry_stand_in
988,969,Cancer Specialist of North Florida,0,Fleming Island,FL,32003,Clay,12019,0,7303,382,3,1,zip,1.6,30.095584,-81.710162,registry_stand_in
989,970,Clinical Trial Site,1,Fleming Island,FL,32003,Clay,12019,0,7303,382,3,1,zip,1.6,30.095584,-81.710162,registry_stand_in
990,971,Florida Cancer Specialists & Research Institute,0,Fleming Island,FL,32003,Clay,12019,0,7303,382,3,3,zip,1.6,30.095584,-81.710162,registry_stand_in
991,972,George E Platt MD,0,Green Cove Springs,FL,32043,Clay,12019,0,7303,381,3,1,zip,3.3,29.926711,-81.743631,registry_stand_in
992,973,GSK Investigational Site,1,Tallahassee,FL,32003,Clay,12019,0,7303,382,3,1,zip,1.6,30.095584,-81.710162,registry_stand_in
993,974,562-A,0,Saint Augustine,FL,32086,St. Johns,12109,0,7303,434,4,1,zip,0.6,29.740948,-81.30016,registry_stand_in
994,975,Florida Center for Dermatology,0,Saint Augustine,FL,32080,St. Johns,12109,0,7303,415,4,1,zip,0.5,29.816985,-81.265123,registry_stand_in
995,976,"Florida Center for Dermatology, P.A.",0,Saint Augustine,FL,32080,St. Johns,12109,0,7303,415,4,2,zip,0.5,29.816985,-81.265123,registry_stand_in
996,977,US Oncology - Texas Oncology,0,Kyle,TX,78640,Hays,48209,0,7108,617,1,1,zip,3.3,29.994866,-97.821239,registry_stand_in
997,978,GSK Investigational Site,1,Mount Airy,NC,27030,Surry,37171,0,7076,333,8,1,zip,0.5,36.489814,-80.629214,registry_stand_in
998,979,Novant Health Oncology Specialists-Mount Airy,0,Mount Airy,NC,27030,Surry,37171,0,7076,333,8,3,zip,0.5,36.489814,-80.629214,registry_stand_in
999,980,Wake Forest University at Mount Airy,0,Mount Airy,NC,27030,Surry,37171,0,7076,333,8,3,zip,0.5,36.489814,-80.629214,registry_stand_in
1000,982,Wake Forest Compenhensive Cancer Center,0,Winston-Salem,NC,27357,Rockingham,37157,0,6921,481,7,1,zip,0.9,36.2666,-79.970625,registry_stand_in
1001,983,Midwest Cardiovascular Research Foundation,0,Davenport,IA,52801,Scott,19163,0,6759,196,16,1,zip,0.1,41.521038,-90.574849,registry_stand_in
1002,984,Genesis Clinical Research,0,Fall River,MA,02720,Bristol,25005,0,6602,1296,2,1,zip,0.3,41.727137,-71.109858,registry_stand_in
1003,985,NECCR Fall River LLC,0,Fall River,MA,02720,Bristol,25005,0,6602,1296,2,4,zip,0.3,41.727137,-71.109858,registry_stand_in
1004,986,Site reference,1,Fall River,MA,02720,Bristol,25005,0,6602,1296,2,1,zip,0.3,41.727137,-71.109858,registry_stand_in
1005,987,Carolina BioOncology,0,Huntersville,NC,28708,Transylvania,37175,0,6589,283,0,1,zip,2.2,35.271025,-82.859823,registry_stand_in
1006,988,Good Samaritan Hospital Corvallis,0,Corvallis,OR,97330,Benton,41003,0,6406,230,10,3,zip,1.2,44.647997,-123.259576,registry_stand_in
1007,989,GSK Investigational Site,1,Corvallis,OR,97330,Benton,41003,0,6406,230,10,1,zip,1.2,44.647997,-123.259576,registry_stand_in
1008,995,Piedmont Research Partners,0,Fort Mill,SC,29707,Lancaster,45057,0,6230,699,1,1,zip,0.3,34.987552,-80.858188,registry_stand_in
1009,996,Premier Pain Treatment Institute,0,Mount Orab,OH,45154,Brown,39015,0,6207,608,0,1,zip,1.2,39.063432,-83.916821,registry_stand_in
1010,998,Kearney Urology Center,0,Kearney,NE,68847,Buffalo,31019,0,6163,49,19,2,zip,0.7,40.738532,-99.020514,registry_stand_in
1011,999,954 - B,0,Topsham,ME,04086,Sagadahoc,23023,0,6147,227,12,1,zip,0.3,43.964977,-69.955624,registry_stand_in
1012,1000,Maine Center for Cancer Medicine-Topsham,0,Topsham,ME,04086,Sagadahoc,23023,0,6147,227,12,3,zip,0.3,43.964977,-69.955624,registry_stand_in
1013,1001,Ascension Via Christi - Pittsburg,0,Pittsburg,KS,66762,Crawford,20037,0,6133,90,17,15,zip,0.3,37.393878,-94.710478,registry_stand_in
